###nvmain stats
######===============
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.actWaitTotal 17992
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.actWaitAverage 21.4446
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.measuredWriteTimes 24
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.cancelCountHisto {0: 23}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.bankEnergy 26502.2nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activeEnergy 337.135nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.burstEnergy 253.759nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.bankPower 1.51344e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activePower 192524W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.burstPower 144912W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.bandwidth 367.234MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.dataCycles 944
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.utilization 0.00861565
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.reads 212
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.writes 24
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activates 99
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.precharges 99
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activeCycles 19458
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.standbyCycles 90110
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.fastExitActiveCycles 42447
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.fastExitPrechargeCycles 1599115
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.actWaits 182
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.actWaitTotal 317
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.actWaitAverage 1.74176
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.subArrayEnergy 26322.7nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.activeEnergy 200.919nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.burstEnergy 210.458nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.measuredPauses 25
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.reads 171
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.writes 25
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.activates 59
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.precharges 59
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.actWaits 604
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.actWaitTotal 21420
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.actWaitAverage 35.4636
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.measuredWriteTimes 25
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.cancelCountHisto {0: 24}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.bankEnergy 26322.7nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activeEnergy 200.919nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.burstEnergy 210.458nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.bankPower 1.50318e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activePower 114737W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.burstPower 120184W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.bandwidth 304.991MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.dataCycles 784
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.utilization 0.00715537
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.reads 171
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.writes 25
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activates 59
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.precharges 59
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activeCycles 17086
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.standbyCycles 92482
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.fastExitActiveCycles 42620
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.fastExitPrechargeCycles 1598942
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.actWaits 170
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.actWaitTotal 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.actWaitAverage 0.0117647
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.subArrayEnergy 26150.1nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.activeEnergy 119.189nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.burstEnergy 119.541nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.measuredPauses 8
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.reads 103
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.writes 8
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.activates 35
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.precharges 35
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.actWaits 182
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.actWaitTotal 5613
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.actWaitAverage 30.8407
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.measuredWriteTimes 8
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.cancelCountHisto {0: 7}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.bankEnergy 26150.1nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activeEnergy 119.189nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.burstEnergy 119.541nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.bankPower 1.49333e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activePower 68064.1W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.burstPower 68265.2W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.bandwidth 172.724MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.dataCycles 444
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.utilization 0.00405228
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.reads 103
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.writes 8
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activates 35
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.precharges 35
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activeCycles 13281
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.standbyCycles 96287
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.fastExitActiveCycles 26451
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.fastExitPrechargeCycles 1615111
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.actWaits 134
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.actWaitTotal 166
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.actWaitAverage 1.23881
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.subArrayEnergy 26189.5nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.activeEnergy 146.432nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.burstEnergy 131.72nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.measuredPauses 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.reads 119
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.writes 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.activates 43
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.precharges 43
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.actWaits 477
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.actWaitTotal 17676
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.actWaitAverage 37.0566
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.measuredWriteTimes 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.cancelCountHisto {0: 2}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.bankEnergy 26189.5nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activeEnergy 146.432nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.burstEnergy 131.72nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.bankPower 1.49558e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activePower 83621.6W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.burstPower 75219.9W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.bandwidth 189.841MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.dataCycles 488
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.utilization 0.00445386
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.reads 119
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.writes 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activates 43
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.precharges 43
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activeCycles 15002
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.standbyCycles 94566
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.fastExitActiveCycles 32936
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.fastExitPrechargeCycles 1608626
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.actWaits 126
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.actWaitTotal 441
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.actWaitAverage 3.5
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.subArrayEnergy 26225.9nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.activeEnergy 190.702nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.burstEnergy 123.857nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.measuredPauses 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.reads 89
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.writes 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.activates 56
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.precharges 56
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.actWaits 388
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.actWaitTotal 10212
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.actWaitAverage 26.3196
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.measuredWriteTimes 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.cancelCountHisto {0: 26}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.bankEnergy 26225.9nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activeEnergy 190.702nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.burstEnergy 123.857nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.bankPower 1.49766e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activePower 108903W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.burstPower 70730W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.bandwidth 180.505MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.dataCycles 464
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.utilization 0.00423481
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.reads 89
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.writes 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activates 56
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.precharges 56
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.activeCycles 14704
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.standbyCycles 94864
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.fastExitActiveCycles 35233
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.fastExitPrechargeCycles 1606329
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.actWaits 171
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.actWaitTotal 288
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.actWaitAverage 1.68421
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.subArrayEnergy 26177.6nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.activeEnergy 153.243nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.burstEnergy 113.055nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.measuredPauses 8
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank7.subarray0.averagePausedRequestProgress 0
